Vitaly Klitschko	"Who was diagnosed with New Crown Pneumonia on October 24, 2020?"
Newcastle Pneumonia	"What was Ekrem Imamoglu diagnosed with on October 24, 2020?"
Colombia	In what country was Coronavirus disease confirmed in more than 1 million people?
Boiko Borisov	"Who was diagnosed with New Coronary Pneumonia on October 25, 2020?"
Silas	"Who was diagnosed with New Coronary Pneumonia on October 27, 2020?"
FIFA President Gianni Infantino	"Who was diagnosed with new crown pneumonia on October 27, 2020?"
8 million	"How many people in India were diagnosed with Coronavirus disease on October 28, 2020?"
two	"How many cases of coronavirus disease were reported in the Marshall Islands on October 28, 2020?"
More than 9 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
"91,000"	"How many new cases of coronary heart disease were diagnosed in the United States on October 30, 2020?"
"100,000"	"How many new cases of coronary heart disease were diagnosed in the United States on October 31, 2020?"
1 million	How many people were diagnosed with coronavirus disease in the UK in 2019?
"100,000"	"How many new cases of coronavirus disease were confirmed in the United States on November 5, 2020?"
"620,000"	How many people were diagnosed with coronavirus disease globally on a single day in 2019?
"120,000"	"How many new cases of coronary heart disease were confirmed in the United States on November 6, 2020?"
"120,000"	"How many new cases of coronary heart disease were added to the United States on November 7, 2020?"
More than 10 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
50 million	"How many people were diagnosed with coronavirus disease on November 8, 2020?"
Vladimir Zelensky	Who was diagnosed with New Crown Pneumonia?
Vanuatu	Where was the first confirmed case of coronavirus disease reported?
1 million	How many people were confirmed with Coronavirus disease in Italy in 2019?
Russia	Which country has the highest number of confirmed coronavirus disease cases in 2019?
Mexico	Which country has the fourth highest number of coronavirus disease deaths in the world?
2 million	"How many people were confirmed with Coronavirus disease in France on November 18, 2020?"
Samoa	Where was the first confirmed case of 2019 coronavirus disease reported?
Russia	Which country has the fourth highest number of coronavirus disease deaths in the world?
India	"Which country has the fourth highest number of coronavirus disease deaths in the world at more than 100,000 in 2019?"
Mexico	Which country has the fourth highest number of coronavirus disease deaths in the world?
Masaya Onosaka	Who was diagnosed with New Crown Pneumonia?
Brazil	Which country has the highest number of coronavirus disease deaths in the world?
Belizean Prime Minister	Who was Johnny Bricenius?
60 million	How many people were diagnosed with coronavirus disease worldwide in 2019?
Germany	Which country confirmed more than 1 million people with coronavirus disease in 2019?
Croatian Prime Minister Andrej Plankovic	"Who was diagnosed with New Crown Pneumonia on November 30, 2020?"
Alpha (B.1.1.7)	What is the third pandemic strain of Newcastle pneumonia?
1 million	"How many people were confirmed with coronavirus disease in Poland on December 2, 2020?"
Iran	Which country confirmed more than 1 million people with coronavirus disease in 2019?
"720,000 and 13,000"	"How many confirmed cases of coronavirus disease were there on December 5, 2020?"
15 million	"How many people were diagnosed with coronavirus disease in the United States on December 7, 2020?"
Neoconiosis	"What was Ion Chiku diagnosed with on December 8, 2020?"
1.7 million	"How many confirmed coronavirus disease cases were in Turkey on December 12, 2020?"
70 million	How many people were diagnosed with coronavirus disease worldwide in 2019?
"300,000"	"How many pneumonia deaths were there in the United States on December 12, 2020?"
China	Where was the 2019 coronavirus disease vaccine first administered?
Blue Nonaka	"Which Japanese voice actor was diagnosed with New Crown Pneumonia on December 15, 2020?"
Brazil	In what country was Coronavirus disease confirmed in more than 7 million people in 2019?
Neocoron pneumonia	"What was French President Emmanuel Macron diagnosed with on December 17, 2020?"
10 million	"How many people in India were diagnosed with Coronavirus disease on December 18, 2020?"
Igor Matovic	Who was diagnosed with New Coronary Pneumonia?
Turkey	In what country was Coronavirus disease confirmed in more than 2 million people in 2019?
2 million	"How many people in the UK were diagnosed with Coronavirus disease on December 20, 2020?"
253 days	"How many days between confirmed indigenous cases did Taiwan have between December 22, 2020 and December 22, 2020?"
36	"How many people were diagnosed with New Crown Pneumonia on December 23, 2020?"
Antarctica	Where was the Chilean research team based?
Peru	Which country confirmed more than 1 million people with Coronavirus disease in 2019?
Ukraine	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million people?
Eritrea	Where was the first case of 2019 coronavirus disease death reported?
2 million	"How many people were confirmed with Coronavirus disease in Italy on December 25, 2020?"
Russia	Which country confirmed more than 3 million people with Coronavirus disease in 2019?
80 million	"How many confirmed coronavirus disease cases were there on December 27, 2020?"
South Africa	"Which country confirmed more than 1 million people with Coronavirus disease on December 28, 2020?"
Mongolia	Where was the first case of 2019 coronavirus disease death reported?
20 million	How many people were diagnosed with coronavirus disease in the United States in 2019?
2021	In what year will more than 20 million people be diagnosed with coronavirus disease in the United States?
"870,000"	"How many people were diagnosed with coronavirus disease on January 7, 2021?"
2 million	"On January 8, 2021, the number of confirmed coronavirus disease in Spain exceeded how many?"
"200,000"	"How many Coronavirus disease deaths did Brazil have on January 8, 2021?"
Bhutan	Where was the first case of 2019 coronavirus disease death reported?
more than 8 million	"How many people in Brazil were confirmed with coronavirus disease on January 9, 2021?"
3 million	"On January 10, 2021, the number of confirmed coronavirus disease in the UK exceeded how many?"
1.93 million	How many deaths worldwide were confirmed with coronavirus disease in 2019?
Micronesia	Where was the first confirmed case of coronavirus disease in 2019?
Marcelo Rebelo de Sousa	"Who was diagnosed with New Crown Pneumonia on January 11, 2021?"
mainland China	"In what country did a further case of death occur on January 13, 2021?"
2 million	What was the number of confirmed coronavirus disease in Germany in 2019?
"400,000"	How many Coronavirus disease deaths did the United States have in 2019?
25 million	"On January 22, 2021, the number of confirmed coronavirus disease in the United States exceeded how many in 2019?"
3 million	What was the number of confirmed coronavirus disease in France in 2019?
Colombia	In what country did the number of confirmed coronavirus disease in 2019 exceed 2 million?
New Crown Pneumonia	What was Andres Manuel Lopez Obrador diagnosed with?
Indonesia	In what country did the number of confirmed coronavirus disease in 2019 exceed 1 million?
100 million	"On January 27, 2021, the cumulative number of newly diagnosed pneumonia cases worldwide reached how many?"
"100,000"	"How many Coronavirus disease deaths did the UK have on January 27, 2021?"
9 million people	"On January 28, 2021, the number of confirmed coronavirus disease in Brazil exceeded how many people?"
2021	In what year did the number of confirmed coronavirus disease in Brazil exceed 9 million people?
1 million	What is the number of confirmed coronavirus disease in the Czech Republic in 2019?
1 million	"On February 6, 2021, the number of confirmed coronavirus disease in the Netherlands exceeded how many?"
Russia	Which country has more than 4 million confirmed cases of coronavirus disease?
